순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액,,
8693,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,건물,"1,711,024","1,376,013","1,460,497","1,626,540",,
8694,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,현금,"25,000",0,0,"25,000",,
8695,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,예금,"615,805","1,814,981","241,662","2,189,124",,
8696,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,유가증권,"930,662",62,"1,000","929,724",,
8697,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,채권,"1,250,000","550,000","1,200,000","600,000",,
8698,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,채무,"-475,625","-270,054","-265,625","-480,054",,
8699,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,회원권,"253,600",0,"190,000","63,600",,
8700,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,총계,"7,142,281","4,660,215","3,722,552","8,079,944",,
8701,2016,정부공직자윤리위원회,박중묵,부산광역시 의회,의원,건물,"158,000",0,0,"158,000",,
8702,2016,정부공직자윤리위원회,박중묵,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,680",0,0,"15,680",,
8703,2016,정부공직자윤리위원회,박중묵,부산광역시 의회,의원,예금,"55,403","8,601",784,"63,220",,
8704,2016,정부공직자윤리위원회,박중묵,부산광역시 의회,의원,유가증권,0,0,0,0,,
8705,2016,정부공직자윤리위원회,박중묵,부산광역시 의회,의원,채무,"-194,609","-8,114",-822,"-201,901",,
8706,2016,정부공직자윤리위원회,박중묵,부산광역시 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
8707,2016,정부공직자윤리위원회,박중묵,부산광역시 의회,의원,총계,"34,474",487,-38,"34,999",,
8708,2016,정부공직자윤리위원회,백종헌,부산광역시 의회,의원,토지,"2,316,553","735,581",0,"3,052,134",,
8709,2016,정부공직자윤리위원회,백종헌,부산광역시 의회,의원,건물,"8,828,689","482,104",0,"9,310,793",,
8710,2016,정부공직자윤리위원회,백종헌,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,300",0,0,"9,300",,
8711,2016,정부공직자윤리위원회,백종헌,부산광역시 의회,의원,예금,"3,055,819","1,666,547","1,462,323","3,260,043",,
8712,2016,정부공직자윤리위원회,백종헌,부산광역시 의회,의원,유가증권,"609,752",0,"19,068","590,684",,
8713,2016,정부공직자윤리위원회,백종헌,부산광역시 의회,의원,채무,"-1,115,500",0,"-3,000","-1,112,500",,
8714,2016,정부공직자윤리위원회,백종헌,부산광역시 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
8715,2016,정부공직자윤리위원회,백종헌,부산광역시 의회,의원,총계,"13,704,613","2,884,232","1,478,391","15,110,454",,
8716,2016,정부공직자윤리위원회,손상용,부산광역시 의회,의원,토지,"21,000",600,0,"21,600",,
8717,2016,정부공직자윤리위원회,손상용,부산광역시 의회,의원,건물,"632,000","180,000","130,000","682,000",,
8718,2016,정부공직자윤리위원회,손상용,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,500",0,"1,500","6,000",,
8719,2016,정부공직자윤리위원회,손상용,부산광역시 의회,의원,예금,"119,397","51,721","43,859","127,259",,
8720,2016,정부공직자윤리위원회,손상용,부산광역시 의회,의원,채무,"-50,000","-30,000",0,"-80,000",,
8721,2016,정부공직자윤리위원회,손상용,부산광역시 의회,의원,총계,"729,897","202,321","175,359","756,859",,
8722,2016,정부공직자윤리위원회,신정철,부산광역시 의회,의원,토지,"398,042","12,940",0,"410,982",,
8723,2016,정부공직자윤리위원회,신정철,부산광역시 의회,의원,건물,"166,700","247,000",0,"413,700",,
8724,2016,정부공직자윤리위원회,신정철,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,000",0,0,"10,000",,
8725,2016,정부공직자윤리위원회,신정철,부산광역시 의회,의원,예금,"90,379","15,439","12,309","93,509",,
8726,2016,정부공직자윤리위원회,신정철,부산광역시 의회,의원,유가증권,"147,621","32,469","105,299","74,791",,
8727,2016,정부공직자윤리위원회,신정철,부산광역시 의회,의원,채무,"-1,000","-250,000",-500,"-250,500",,
8728,2016,정부공직자윤리위원회,신정철,부산광역시 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
8729,2016,정부공직자윤리위원회,신정철,부산광역시 의회,의원,총계,"811,742","57,848","117,108","752,482",,
8730,2016,정부공직자윤리위원회,신현무,부산광역시 의회,의원,토지,"49,207","2,430",0,"51,637",,
8731,2016,정부공직자윤리위원회,신현무,부산광역시 의회,의원,건물,"434,000",0,"16,000","418,000",,
8732,2016,정부공직자윤리위원회,신현무,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,326",0,"17,056","8,270",,
8733,2016,정부공직자윤리위원회,신현무,부산광역시 의회,의원,예금,"45,455","2,240",0,"47,695",,
8734,2016,정부공직자윤리위원회,신현무,부산광역시 의회,의원,채무,"-70,312","-4,289",0,"-74,601",,
8735,2016,정부공직자윤리위원회,신현무,부산광역시 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
8736,2016,정부공직자윤리위원회,신현무,부산광역시 의회,의원,총계,"483,676",381,"33,056","451,001",,
8737,2016,정부공직자윤리위원회,안재권,부산광역시 의회,의원,토지,"67,017",0,882,"66,135",,
8738,2016,정부공직자윤리위원회,안재권,부산광역시 의회,의원,건물,"2,371,882","221,186",0,"2,593,068",,
8739,2016,정부공직자윤리위원회,안재권,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"28,600",0,"3,980","24,620",,
8740,2016,정부공직자윤리위원회,안재권,부산광역시 의회,의원,예금,"857,056","180,314","126,391","910,979",,
8741,2016,정부공직자윤리위원회,안재권,부산광역시 의회,의원,채권,"1,225,775","232,530","163,446","1,294,859",,
8742,2016,정부공직자윤리위원회,안재권,부산광역시 의회,의원,채무,"-493,950","-20,000","-13,000","-500,950",,
8743,2016,정부공직자윤리위원회,안재권,부산광역시 의회,의원,지식재산권,,,,,,
8744,2016,정부공직자윤리위원회,안재권,부산광역시 의회,의원,총계,"4,056,380","614,030","281,699","4,388,711",,
8745,2016,정부공직자윤리위원회,오보근,부산광역시 의회,의원,건물,"1,169,469","32,375",0,"1,201,844",,
8746,2016,정부공직자윤리위원회,오보근,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"33,759","1,834","5,603","29,990",,
8747,2016,정부공직자윤리위원회,오보근,부산광역시 의회,의원,현금,"27,500","9,500","2,000","35,000",,
8748,2016,정부공직자윤리위원회,오보근,부산광역시 의회,의원,예금,"203,989","64,549","33,863","234,675",,
8749,2016,정부공직자윤리위원회,오보근,부산광역시 의회,의원,채권,"120,000",0,0,"120,000",,
8750,2016,정부공직자윤리위원회,오보근,부산광역시 의회,의원,채무,"-939,107","-113,900","-13,590","-1,039,417",,
8751,2016,정부공직자윤리위원회,오보근,부산광역시 의회,의원,총계,"615,610","-5,642","27,876","582,092",,
8752,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,토지,"78,128","80,396",0,"158,524",,
8753,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,건물,"901,374","710,292","261,000","1,350,666",,
8754,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"22,870","30,372","5,120","48,122",,
8755,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,예금,"652,276","99,849","26,958","725,167",,
8756,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,유가증권,"25,000",0,0,"25,000",,
8757,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,채권,0,"385,000",0,"385,000",,
8758,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,채무,"-601,334","-375,500","-156,834","-820,000",,
8759,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
8760,2016,정부공직자윤리위원회,오은택,부산광역시 의회,의원,총계,"1,078,314","930,409","136,244","1,872,479",,
8761,2016,정부공직자윤리위원회,윤종현,부산광역시 의회,의원,토지,"364,804","3,608","3,877","364,535",,
8762,2016,정부공직자윤리위원회,윤종현,부산광역시 의회,의원,건물,"114,160","137,840","30,000","222,000",,
8763,2016,정부공직자윤리위원회,윤종현,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,350","25,600","6,310","46,640",,
8764,2016,정부공직자윤리위원회,윤종현,부산광역시 의회,의원,예금,"136,286","80,594","27,376","189,504",,
8765,2016,정부공직자윤리위원회,윤종현,부산광역시 의회,의원,유가증권,"38,945","91,714","28,860","101,799",,
8766,2016,정부공직자윤리위원회,윤종현,부산광역시 의회,의원,채권,"80,000",0,0,"80,000",,
8767,2016,정부공직자윤리위원회,윤종현,부산광역시 의회,의원,채무,"-261,393","-76,282","-53,996","-283,679",,
8768,2016,정부공직자윤리위원회,윤종현,부산광역시 의회,의원,총계,"500,152","263,074","42,427","720,799",,
8769,2016,정부공직자윤리위원회,이대석,부산광역시 의회,의원,건물,"1,833,000",0,0,"1,833,000",,
8770,2016,정부공직자윤리위원회,이대석,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"24,000",0,"2,000","22,000",,
8771,2016,정부공직자윤리위원회,이대석,부산광역시 의회,의원,현금,"3,000",0,0,"3,000",,
8772,2016,정부공직자윤리위원회,이대석,부산광역시 의회,의원,예금,"127,893","23,695","6,443","145,145",,
8773,2016,정부공직자윤리위원회,이대석,부산광역시 의회,의원,유가증권,"300,000",0,0,"300,000",,
8774,2016,정부공직자윤리위원회,이대석,부산광역시 의회,의원,채무,"-802,449","-123,269","-289,076","-636,642",,
8775,2016,정부공직자윤리위원회,이대석,부산광역시 의회,의원,금 및 백금,"225,540",0,0,"225,540",,
8776,2016,정부공직자윤리위원회,이대석,부산광역시 의회,의원,총계,"1,710,984","-99,574","-280,633","1,892,043",,
8777,2016,정부공직자윤리위원회,이상갑,부산광역시 의회,의원,토지,"545,855","22,018",0,"567,873",,
8778,2016,정부공직자윤리위원회,이상갑,부산광역시 의회,의원,건물,"345,410","7,758","1,000","352,168",,
8779,2016,정부공직자윤리위원회,이상갑,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"18,000",0,"2,170","15,830",,
8780,2016,정부공직자윤리위원회,이상갑,부산광역시 의회,의원,예금,"1,077,530","242,954","55,844","1,264,640",,
8781,2016,정부공직자윤리위원회,이상갑,부산광역시 의회,의원,유가증권,"685,805","247,579","488,000","445,384",,
8782,2016,정부공직자윤리위원회,이상갑,부산광역시 의회,의원,채무,"-761,841",0,"-216,553","-545,288",,
8783,2016,정부공직자윤리위원회,이상갑,부산광역시 의회,의원,총계,"1,910,759","520,309","330,461","2,100,607",,
8784,2016,정부공직자윤리위원회,이상민,부산광역시 의회,의원,건물,"1,620,000",0,0,"1,620,000",,
8785,2016,정부공직자윤리위원회,이상민,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,290",0,"5,000","21,290",,
8786,2016,정부공직자윤리위원회,이상민,부산광역시 의회,의원,예금,"362,099","185,344","110,829","436,614",,
8787,2016,정부공직자윤리위원회,이상민,부산광역시 의회,의원,채무,"-1,125,377","-336,149","-310,486","-1,151,040",,
8788,2016,정부공직자윤리위원회,이상민,부산광역시 의회,의원,총계,"883,012","-150,805","-194,657","926,864",,
8789,2016,정부공직자윤리위원회,이상호,부산광역시 의회,의원,토지,"42,570",0,0,"42,570",,
8790,2016,정부공직자윤리위원회,이상호,부산광역시 의회,의원,건물,"87,700",0,0,"87,700",,
8791,2016,정부공직자윤리위원회,이상호,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,330",0,330,"4,000",,
8792,2016,정부공직자윤리위원회,이상호,부산광역시 의회,의원,현금,"12,000",0,0,"12,000",,
8793,2016,정부공직자윤리위원회,이상호,부산광역시 의회,의원,예금,"37,977","5,414","14,343","29,048",,
8794,2016,정부공직자윤리위원회,이상호,부산광역시 의회,의원,채권,"60,000",0,0,"60,000",,
8795,2016,정부공직자윤리위원회,이상호,부산광역시 의회,의원,채무,"-98,735","-24,628","-3,914","-119,449",,
8796,2016,정부공직자윤리위원회,이상호,부산광역시 의회,의원,총계,"145,842","-19,214","10,759","115,869",,
