순번,연도,관할기관,이름,소속,직위,구분,종전가액,증가액,감소액,현재가액
226,2014,국회공직자윤리위원회,김미희,국회,국회의원,총계,"39,993 ","-51,788 ","-35,757 ","23,962 "
227,2014,국회공직자윤리위원회,김민기,국회,국회의원,건물,"140,000 ","180,000 ","140,000 ","180,000 "
228,2014,국회공직자윤리위원회,김민기,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,250 ",0 ,"1,560 ","11,690 "
229,2014,국회공직자윤리위원회,김민기,국회,국회의원,예금,"194,818 ","78,211 ","36,436 ","236,593 "
230,2014,국회공직자윤리위원회,김민기,국회,국회의원,채권,"70,000 ",0 ,"30,000 ","40,000 "
231,2014,국회공직자윤리위원회,김민기,국회,국회의원,채무,0 ,"-23,365 ",0 ,"-23,365 "
232,2014,국회공직자윤리위원회,김민기,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
233,2014,국회공직자윤리위원회,김민기,국회,국회의원,총계,"418,068 ","234,846 ","207,996 ","444,918 "
234,2014,국회공직자윤리위원회,김상민,국회,국회의원,건물,"314,000 ",0 ,"14,000 ","300,000 "
235,2014,국회공직자윤리위원회,김상민,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"67,760 ","31,860 ","67,760 ","31,860 "
236,2014,국회공직자윤리위원회,김상민,국회,국회의원,예금,"182,234 ","65,360 ","108,380 ","139,214 "
237,2014,국회공직자윤리위원회,김상민,국회,국회의원,채권,"25,000 ","66,000 ","5,000 ","86,000 "
238,2014,국회공직자윤리위원회,김상민,국회,국회의원,채무,"-521,553 ","-122,750 ","-73,580 ","-570,723 "
239,2014,국회공직자윤리위원회,김상민,국회,국회의원,골동품 및 예술품,0 ,"7,500 ",0 ,"7,500 "
240,2014,국회공직자윤리위원회,김상민,국회,국회의원,총계,"67,441 ","47,970 ","121,560 ","-6,149 "
241,2014,국회공직자윤리위원회,김상훈,국회,국회의원,건물,"568,000 ","46,000 ",0 ,"614,000 "
242,2014,국회공직자윤리위원회,김상훈,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"44,320 ",0 ,"4,752 ","39,568 "
243,2014,국회공직자윤리위원회,김상훈,국회,국회의원,예금,"50,251 ","11,828 ","15,326 ","46,753 "
244,2014,국회공직자윤리위원회,김상훈,국회,국회의원,유가증권,"15,160 ",21 ,0 ,"15,181 "
245,2014,국회공직자윤리위원회,김상훈,국회,국회의원,채권,"55,500 ",0 ,"2,500 ","53,000 "
246,2014,국회공직자윤리위원회,김상훈,국회,국회의원,채무,"-242,213 ",0 ,"-19,760 ","-222,453 "
247,2014,국회공직자윤리위원회,김상훈,국회,국회의원,총계,"491,018 ","57,849 ","2,818 ","546,049 "
248,2014,국회공직자윤리위원회,김상희,국회,국회의원,토지,1 ,"4,114 ",0 ,"4,115 "
249,2014,국회공직자윤리위원회,김상희,국회,국회의원,건물,"232,000 ",0 ,"12,000 ","220,000 "
250,2014,국회공직자윤리위원회,김상희,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"18,160 ","19,530 ","5,730 ","31,960 "
251,2014,국회공직자윤리위원회,김상희,국회,국회의원,예금,"517,613 ","156,799 ","182,117 ","492,295 "
252,2014,국회공직자윤리위원회,김상희,국회,국회의원,총계,"767,774 ","180,443 ","199,847 ","748,370 "
253,2014,국회공직자윤리위원회,김선동,국회,국회의원,토지,"30,094 ",266 ,"2,020 ","28,340 "
254,2014,국회공직자윤리위원회,김선동,국회,국회의원,건물,"103,000 ","1,800 ",0 ,"104,800 "
255,2014,국회공직자윤리위원회,김선동,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,570 ",0 ,910 ,"20,660 "
256,2014,국회공직자윤리위원회,김선동,국회,국회의원,예금,"127,881 ","35,957 ","23,227 ","140,611 "
257,2014,국회공직자윤리위원회,김선동,국회,국회의원,채권,"30,000 ",0 ,"30,000 ",0 
258,2014,국회공직자윤리위원회,김선동,국회,국회의원,채무,"-233,097 ","-150,519 ","-188,101 ","-195,515 "
259,2014,국회공직자윤리위원회,김선동,국회,국회의원,총계,"79,448 ","-112,496 ","-131,944 ","98,896 "
260,2014,국회공직자윤리위원회,김성곤,국회,국회의원,건물,"607,496 ","6,130 ","3,000 ","610,626 "
261,2014,국회공직자윤리위원회,김성곤,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"22,260 ",0 ,"2,650 ","19,610 "
262,2014,국회공직자윤리위원회,김성곤,국회,국회의원,예금,"371,913 ","44,376 ","27,733 ","388,556 "
263,2014,국회공직자윤리위원회,김성곤,국회,국회의원,채권,0 ,"280,000 ",0 ,"280,000 "
264,2014,국회공직자윤리위원회,김성곤,국회,국회의원,채무,"-372,751 ","-284,484 ","-32,158 ","-625,077 "
265,2014,국회공직자윤리위원회,김성곤,국회,국회의원,총계,"628,918 ","46,022 ","1,225 ","673,715 "
266,2014,국회공직자윤리위원회,김성주,국회,국회의원,토지,"8,677 ",98 ,0 ,"8,775 "
267,2014,국회공직자윤리위원회,김성주,국회,국회의원,건물,"219,900 ",0 ,"4,000 ","215,900 "
268,2014,국회공직자윤리위원회,김성주,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,410 ",0 ,810 ,"5,600 "
269,2014,국회공직자윤리위원회,김성주,국회,국회의원,예금,"367,984 ","162,482 ","90,147 ","440,319 "
270,2014,국회공직자윤리위원회,김성주,국회,국회의원,채권,"15,000 ",0 ,0 ,"15,000 "
271,2014,국회공직자윤리위원회,김성주,국회,국회의원,채무,"-43,980 ","-4,710 ","-19,960 ","-28,730 "
272,2014,국회공직자윤리위원회,김성주,국회,국회의원,합명·합자·유한회사 출자지분,"100,000 ",0 ,0 ,"100,000 "
273,2014,국회공직자윤리위원회,김성주,국회,국회의원,총계,"673,991 ","157,870 ","74,997 ","756,864 "
274,2014,국회공직자윤리위원회,김성찬,국회,국회의원,건물,"1,359,000 ","1,087,000 ","1,179,000 ","1,267,000 "
275,2014,국회공직자윤리위원회,김성찬,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,430 ",0 ,"17,350 ","9,080 "
276,2014,국회공직자윤리위원회,김성찬,국회,국회의원,예금,"207,187 ","50,174 ","35,388 ","221,973 "
277,2014,국회공직자윤리위원회,김성찬,국회,국회의원,채권,"10,000 ",0 ,"10,000 ",0 
278,2014,국회공직자윤리위원회,김성찬,국회,국회의원,채무,"-438,144 ","-36,207 ","-202,061 ","-272,290 "
279,2014,국회공직자윤리위원회,김성찬,국회,국회의원,고지거부 및 등록제외사항,"48,527 ",0 ,"48,527 ",0 
280,2014,국회공직자윤리위원회,김성찬,국회,국회의원,총계,"1,213,000 ","1,100,967 ","1,088,204 ","1,225,763 "
281,2014,국회공직자윤리위원회,김성태,국회,국회의원,건물,"1,154,915 ","550,000 ","475,711 ","1,229,204 "
282,2014,국회공직자윤리위원회,김성태,국회,국회의원,예금,"691,541 ","239,574 ","296,324 ","634,791 "
283,2014,국회공직자윤리위원회,김성태,국회,국회의원,유가증권,"93,336 ","19,987 ","68,781 ","44,542 "
284,2014,국회공직자윤리위원회,김성태,국회,국회의원,채무,"-790,590 ","-50,000 ",-590 ,"-840,000 "
285,2014,국회공직자윤리위원회,김성태,국회,국회의원,총계,"1,149,202 ","759,561 ","840,226 ","1,068,537 "
286,2014,국회공직자윤리위원회,김세연,국회,국회의원,토지,"8,470,552 ","385,940 ","41,760 ","8,814,732 "
287,2014,국회공직자윤리위원회,김세연,국회,국회의원,건물,"10,975,624 ","669,301 ",0 ,"11,644,925 "
288,2014,국회공직자윤리위원회,김세연,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"80,340 ",0 ,"17,530 ","62,810 "
289,2014,국회공직자윤리위원회,김세연,국회,국회의원,예금,"1,383,152 ","57,619 ","965,549 ","475,222 "
290,2014,국회공직자윤리위원회,김세연,국회,국회의원,유가증권,"66,893,150 ","30,268,556 ","19,791,678 ","77,370,028 "
291,2014,국회공직자윤리위원회,김세연,국회,국회의원,채권,"136,480 ","1,913 ",0 ,"138,393 "
292,2014,국회공직자윤리위원회,김세연,국회,국회의원,채무,"-112,500 ",0 ,0 ,"-112,500 "
293,2014,국회공직자윤리위원회,김세연,국회,국회의원,회원권,"162,000 ",0 ,"5,400 ","156,600 "
294,2014,국회공직자윤리위원회,김세연,국회,국회의원,비영리법인에의한 출연재산,,,,
295,2014,국회공직자윤리위원회,김세연,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
296,2014,국회공직자윤리위원회,김세연,국회,국회의원,총계,"87,988,798 ","31,383,329 ","20,821,917 ","98,550,210 "
297,2014,국회공직자윤리위원회,김승남,국회,국회의원,토지,"24,882 ",345 ,66 ,"25,161 "
298,2014,국회공직자윤리위원회,김승남,국회,국회의원,건물,"86,970 ","1,150 ",0 ,"88,120 "
299,2014,국회공직자윤리위원회,김승남,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,280 ",0 ,0 ,"30,280 "
300,2014,국회공직자윤리위원회,김승남,국회,국회의원,예금,"318,706 ","167,055 ","153,110 ","332,651 "
301,2014,국회공직자윤리위원회,김승남,국회,국회의원,채무,"-165,265 ",-12 ,"-8,237 ","-157,040 "
302,2014,국회공직자윤리위원회,김승남,국회,국회의원,총계,"295,573 ","168,538 ","144,939 ","319,172 "
303,2014,국회공직자윤리위원회,김영록,국회,국회의원,토지,"9,703 ","1,955 ",0 ,"11,658 "
304,2014,국회공직자윤리위원회,김영록,국회,국회의원,건물,"598,490 ",410 ,"8,000 ","590,900 "
305,2014,국회공직자윤리위원회,김영록,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"65,627 ",0 ,"10,037 ","55,590 "
306,2014,국회공직자윤리위원회,김영록,국회,국회의원,예금,"299,833 ","266,916 ","171,725 ","395,024 "
307,2014,국회공직자윤리위원회,김영록,국회,국회의원,채무,"-23,097 ",0 ,"-9,195 ","-13,902 "
308,2014,국회공직자윤리위원회,김영록,국회,국회의원,총계,"950,556 ","269,281 ","180,567 ","1,039,270 "
309,2014,국회공직자윤리위원회,김영우,국회,국회의원,건물,"409,000 ","501,000 ","370,000 ","540,000 "
310,2014,국회공직자윤리위원회,김영우,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,860 ",0 ,"3,860 ","11,000 "
311,2014,국회공직자윤리위원회,김영우,국회,국회의원,예금,"255,693 ","35,850 ","41,162 ","250,381 "
312,2014,국회공직자윤리위원회,김영우,국회,국회의원,채무,0 ,"-30,000 ",0 ,"-30,000 "
313,2014,국회공직자윤리위원회,김영우,국회,국회의원,총계,"679,553 ","506,850 ","415,022 ","771,381 "
314,2014,국회공직자윤리위원회,김영주,국회,국회의원,건물,"550,000 ",0 ,"32,000 ","518,000 "
315,2014,국회공직자윤리위원회,김영주,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,555 ",0 ,735 ,"7,820 "
316,2014,국회공직자윤리위원회,김영주,국회,국회의원,예금,"530,631 ","434,011 ","254,562 ","710,080 "
317,2014,국회공직자윤리위원회,김영주,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
318,2014,국회공직자윤리위원회,김영주,국회,국회의원,총계,"1,089,186 ","434,011 ","287,297 ","1,235,900 "
319,2014,국회공직자윤리위원회,김영환,국회,국회의원,토지,"64,133 ","2,560 ",0 ,"66,693 "
320,2014,국회공직자윤리위원회,김영환,국회,국회의원,건물,"2,903,500 ",0 ,0 ,"2,903,500 "
321,2014,국회공직자윤리위원회,김영환,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,099,351 ","480,000 ",0 ,"1,579,351 "
322,2014,국회공직자윤리위원회,김영환,국회,국회의원,예금,"314,899 ","60,853 ","166,344 ","209,408 "
323,2014,국회공직자윤리위원회,김영환,국회,국회의원,유가증권,"277,920 ",0 ,0 ,"277,920 "
324,2014,국회공직자윤리위원회,김영환,국회,국회의원,채권,0 ,"100,000 ",0 ,"100,000 "
325,2014,국회공직자윤리위원회,김영환,국회,국회의원,채무,"-4,401,036 ","-711,929 ","-123,459 ","-4,989,506 "
326,2014,국회공직자윤리위원회,김영환,국회,국회의원,골동품 및 예술품,0 ,"53,000 ",0 ,"53,000 "
327,2014,국회공직자윤리위원회,김영환,국회,국회의원,총계,"258,767 ","-15,516 ","42,885 ","200,366 "
328,2014,국회공직자윤리위원회,김용익,국회,국회의원,토지,"143,600 ","7,180 ",0 ,"150,780 "
329,2014,국회공직자윤리위원회,김용익,국회,국회의원,건물,"337,320 ",440 ,"17,000 ","320,760 "
330,2014,국회공직자윤리위원회,김용익,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,230 ",0 ,"1,610 ","9,620 "
331,2014,국회공직자윤리위원회,김용익,국회,국회의원,예금,"270,973 ","46,756 ","96,057 ","221,672 "
332,2014,국회공직자윤리위원회,김용익,국회,국회의원,채권,"87,000 ","10,000 ",0 ,"97,000 "
333,2014,국회공직자윤리위원회,김용익,국회,국회의원,채무,"-288,300 ","-5,000 ","-255,995 ","-37,305 "
334,2014,국회공직자윤리위원회,김용익,국회,국회의원,고지거부 및 등록제외사항,"27,843 ",0 ,"27,843 ",0 
335,2014,국회공직자윤리위원회,김용익,국회,국회의원,총계,"589,666 ","59,376 ","-113,485 ","762,527 "
336,2014,국회공직자윤리위원회,김용태,국회,국회의원,건물,"603,000 ","15,000 ","8,000 ","610,000 "
337,2014,국회공직자윤리위원회,김용태,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,080 ",0 ,"1,090 ","7,990 "
338,2014,국회공직자윤리위원회,김용태,국회,국회의원,예금,"330,936 ","415,224 ","178,987 ","567,173 "
339,2014,국회공직자윤리위원회,김용태,국회,국회의원,채무,"-258,847 ","-38,400 ","-34,800 ","-262,447 "
340,2014,국회공직자윤리위원회,김용태,국회,국회의원,총계,"684,169 ","391,824 ","153,277 ","922,716 "
341,2014,국회공직자윤리위원회,김우남,국회,국회의원,토지,"266,120 ","44,263 ",0 ,"310,383 "
342,2014,국회공직자윤리위원회,김우남,국회,국회의원,건물,"431,400 ","5,200 ","6,000 ","430,600 "
343,2014,국회공직자윤리위원회,김우남,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,790 ",0 ,"1,320 ","11,470 "
344,2014,국회공직자윤리위원회,김우남,국회,국회의원,예금,"1,035,828 ","454,618 ","431,845 ","1,058,601 "
345,2014,국회공직자윤리위원회,김우남,국회,국회의원,채권,"10,000 ",0 ,"10,000 ",0 
346,2014,국회공직자윤리위원회,김우남,국회,국회의원,채무,"-49,685 ",0 ,"-48,255 ","-1,430 "
347,2014,국회공직자윤리위원회,김우남,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
348,2014,국회공직자윤리위원회,김우남,국회,국회의원,총계,"1,706,453 ","504,081 ","400,910 ","1,809,624 "
349,2014,국회공직자윤리위원회,김윤덕,국회,국회의원,토지,"76,836 ","2,280 ",0 ,"79,116 "
350,2014,국회공직자윤리위원회,김윤덕,국회,국회의원,건물,"272,417 ",648 ,"2,000 ","271,065 "
351,2014,국회공직자윤리위원회,김윤덕,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,185 ",0 ,0 ,"16,185 "
352,2014,국회공직자윤리위원회,김윤덕,국회,국회의원,예금,"471,148 ","445,444 ","381,475 ","535,117 "
353,2014,국회공직자윤리위원회,김윤덕,국회,국회의원,유가증권,239 ,0 ,44 ,195 
354,2014,국회공직자윤리위원회,김윤덕,국회,국회의원,채권,"70,000 ",0 ,0 ,"70,000 "
