순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
226,2011,국회공직자윤리위원회,김낙성,국회,국회의원,채무,"-125,000 ","-50,000 ","-115,000 ","-60,000 "
227,2011,국회공직자윤리위원회,김낙성,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
228,2011,국회공직자윤리위원회,김낙성,국회,국회의원,총계,"1,158,437 ","353,908 ","250,372 ","1,261,973 "
229,2011,국회공직자윤리위원회,김동성,국회,국회의원,건물,"788,000 ",0 ,0 ,"788,000 "
230,2011,국회공직자윤리위원회,김동성,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,670 ",0 ,0 ,"10,670 "
231,2011,국회공직자윤리위원회,김동성,국회,국회의원,예금,"312,345 ","111,470 ","95,891 ","327,924 "
232,2011,국회공직자윤리위원회,김동성,국회,국회의원,유가증권,"185,999 ","10,000 ","88,499 ","107,500 "
233,2011,국회공직자윤리위원회,김동성,국회,국회의원,채권,"430,000 ","356,000 ","140,000 ","646,000 "
234,2011,국회공직자윤리위원회,김동성,국회,국회의원,채무,"-347,950 ","-281,000 ","-326,958 ","-301,992 "
235,2011,국회공직자윤리위원회,김동성,국회,국회의원,고지거부 및 등록제외사항,"20,412 ",0 ,"20,412 ",0 
236,2011,국회공직자윤리위원회,김동성,국회,국회의원,총계,"1,399,476 ","196,470 ","17,844 ","1,578,102 "
237,2011,국회공직자윤리위원회,김동철,국회,국회의원,토지,"4,472 ",93 ,0 ,"4,565 "
238,2011,국회공직자윤리위원회,김동철,국회,국회의원,건물,"470,000 ","357,725 ","30,000 ","797,725 "
239,2011,국회공직자윤리위원회,김동철,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,250 ",0 ,800 ,"15,450 "
240,2011,국회공직자윤리위원회,김동철,국회,국회의원,예금,"1,042,022 ","558,677 ","671,827 ","928,872 "
241,2011,국회공직자윤리위원회,김동철,국회,국회의원,유가증권,500 ,"1,000 ",0 ,"1,500 "
242,2011,국회공직자윤리위원회,김동철,국회,국회의원,총계,"1,533,244 ","917,495 ","702,627 ","1,748,112 "
243,2011,국회공직자윤리위원회,김무성,국회,국회의원,토지,"2,285,506 ","69,194 ",0 ,"2,354,700 "
244,2011,국회공직자윤리위원회,김무성,국회,국회의원,건물,"2,535,600 ","72,000 ",0 ,"2,607,600 "
245,2011,국회공직자윤리위원회,김무성,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,000 ",0 ,"6,500 ","8,500 "
246,2011,국회공직자윤리위원회,김무성,국회,국회의원,예금,"10,057,948 ","43,091 ","27,991 ","10,073,048 "
247,2011,국회공직자윤리위원회,김무성,국회,국회의원,채권,"1,550,000 ",0 ,0 ,"1,550,000 "
248,2011,국회공직자윤리위원회,김무성,국회,국회의원,채무,"-1,725,747 ",-66 ,"-39,519 ","-1,686,294 "
249,2011,국회공직자윤리위원회,김무성,국회,국회의원,회원권,"15,150 ",0 ,0 ,"15,150 "
250,2011,국회공직자윤리위원회,김무성,국회,국회의원,총계,"14,733,457 ","184,219 ","-5,028 ","14,922,704 "
251,2011,국회공직자윤리위원회,김부겸,국회,국회의원,토지,"12,027 ",0 ,"4,479 ","7,548 "
252,2011,국회공직자윤리위원회,김부겸,국회,국회의원,건물,"360,000 ",0 ,"4,000 ","356,000 "
253,2011,국회공직자윤리위원회,김부겸,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,830 ","28,000 ","11,830 ","33,000 "
254,2011,국회공직자윤리위원회,김부겸,국회,국회의원,예금,"92,865 ","43,396 ","16,979 ","119,282 "
255,2011,국회공직자윤리위원회,김부겸,국회,국회의원,채무,"-40,000 ","-8,238 ",0 ,"-48,238 "
256,2011,국회공직자윤리위원회,김부겸,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
257,2011,국회공직자윤리위원회,김부겸,국회,국회의원,총계,"441,722 ","63,158 ","37,288 ","467,592 "
258,2011,국회공직자윤리위원회,김상희,국회,국회의원,토지,1 ,0 ,0 ,1 
259,2011,국회공직자윤리위원회,김상희,국회,국회의원,건물,"299,000 ","256,000 ","299,000 ","256,000 "
260,2011,국회공직자윤리위원회,김상희,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,000 ",0 ,"8,280 ","21,720 "
261,2011,국회공직자윤리위원회,김상희,국회,국회의원,예금,"590,982 ","188,731 ","236,404 ","543,309 "
262,2011,국회공직자윤리위원회,김상희,국회,국회의원,유가증권,"59,850 ","49,140 ","59,850 ","49,140 "
263,2011,국회공직자윤리위원회,김상희,국회,국회의원,총계,"979,833 ","493,871 ","603,534 ","870,170 "
264,2011,국회공직자윤리위원회,김선동,국회,국회의원,건물,"696,700 ","12,100 ",0 ,"708,800 "
265,2011,국회공직자윤리위원회,김선동,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,270 ",0 ,"2,710 ","3,560 "
266,2011,국회공직자윤리위원회,김선동,국회,국회의원,예금,"375,789 ","370,857 ","254,737 ","491,909 "
267,2011,국회공직자윤리위원회,김선동,국회,국회의원,채권,"25,000 ",0 ,"25,000 ",0 
268,2011,국회공직자윤리위원회,김선동,국회,국회의원,총계,"1,103,759 ","382,957 ","282,447 ","1,204,269 "
269,2011,국회공직자윤리위원회,김성곤,국회,국회의원,건물,"554,917 ","30,959 ",0 ,"585,876 "
270,2011,국회공직자윤리위원회,김성곤,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,000 ",0 ,"3,000 ","3,000 "
271,2011,국회공직자윤리위원회,김성곤,국회,국회의원,예금,"295,076 ","35,080 ","73,347 ","256,809 "
272,2011,국회공직자윤리위원회,김성곤,국회,국회의원,채무,"-293,339 ","-17,944 ",-865 ,"-310,418 "
273,2011,국회공직자윤리위원회,김성곤,국회,국회의원,총계,"562,654 ","48,095 ","75,482 ","535,267 "
274,2011,국회공직자윤리위원회,김성동,국회,국회의원,건물,"475,000 ",0 ,"5,000 ","470,000 "
275,2011,국회공직자윤리위원회,김성동,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,670 ",0 ,0 ,"30,670 "
276,2011,국회공직자윤리위원회,김성동,국회,국회의원,예금,"461,879 ","336,799 ","307,826 ","490,852 "
277,2011,국회공직자윤리위원회,김성동,국회,국회의원,채무,"-379,999 ","-37,787 ",0 ,"-417,786 "
278,2011,국회공직자윤리위원회,김성동,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
279,2011,국회공직자윤리위원회,김성동,국회,국회의원,총계,"587,550 ","299,012 ","312,826 ","573,736 "
280,2011,국회공직자윤리위원회,김성수,국회,국회의원,토지,"37,441 ",0 ,"37,441 ",0 
281,2011,국회공직자윤리위원회,김성수,국회,국회의원,건물,"660,000 ","30,760 ","30,000 ","660,760 "
282,2011,국회공직자윤리위원회,김성수,국회,국회의원,현금,"28,500 ",0 ,"28,500 ",0 
283,2011,국회공직자윤리위원회,김성수,국회,국회의원,예금,"36,209 ","11,279 ","8,863 ","38,625 "
284,2011,국회공직자윤리위원회,김성수,국회,국회의원,채권,"200,000 ",0 ,"70,000 ","130,000 "
285,2011,국회공직자윤리위원회,김성수,국회,국회의원,채무,"-225,200 ",0 ,"-12,600 ","-212,600 "
286,2011,국회공직자윤리위원회,김성수,국회,국회의원,총계,"736,950 ","42,039 ","162,204 ","616,785 "
287,2011,국회공직자윤리위원회,김성순,국회,국회의원,토지,"9,954 ",80 ,"1,443 ","8,591 "
288,2011,국회공직자윤리위원회,김성순,국회,국회의원,건물,"1,729,136 ","110,792 ",0 ,"1,839,928 "
289,2011,국회공직자윤리위원회,김성순,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,004 ",0 ,"2,544 ","17,460 "
290,2011,국회공직자윤리위원회,김성순,국회,국회의원,예금,"529,634 ","298,853 ","292,806 ","535,681 "
291,2011,국회공직자윤리위원회,김성순,국회,국회의원,채무,"-120,000 ",0 ,0 ,"-120,000 "
292,2011,국회공직자윤리위원회,김성순,국회,국회의원,회원권,"40,500 ",0 ,"40,500 ",0 
293,2011,국회공직자윤리위원회,김성순,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
294,2011,국회공직자윤리위원회,김성순,국회,국회의원,총계,"2,209,228 ","409,725 ","337,293 ","2,281,660 "
295,2011,국회공직자윤리위원회,김성식,국회,국회의원,건물,"543,000 ","8,000 ",0 ,"551,000 "
296,2011,국회공직자윤리위원회,김성식,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,020 ",0 ,400 ,"5,620 "
297,2011,국회공직자윤리위원회,김성식,국회,국회의원,예금,"187,377 ","146,173 ","106,643 ","226,907 "
298,2011,국회공직자윤리위원회,김성식,국회,국회의원,채무,"-241,418 ","-168,211 ","-168,671 ","-240,958 "
299,2011,국회공직자윤리위원회,김성식,국회,국회의원,총계,"494,979 ","-14,038 ","-61,628 ","542,569 "
300,2011,국회공직자윤리위원회,김성조,국회,국회의원,토지,"1,005,860 ","48,950 ",0 ,"1,054,810 "
301,2011,국회공직자윤리위원회,김성조,국회,국회의원,건물,"838,586 ","10,496 ","4,000 ","845,082 "
302,2011,국회공직자윤리위원회,김성조,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,000 ",0 ,"9,580 ","20,420 "
303,2011,국회공직자윤리위원회,김성조,국회,국회의원,예금,"169,877 ","88,342 ","33,768 ","224,451 "
304,2011,국회공직자윤리위원회,김성조,국회,국회의원,유가증권,"13,925 ",55 ,0 ,"13,980 "
305,2011,국회공직자윤리위원회,김성조,국회,국회의원,채무,"-829,350 ",0 ,"-44,050 ","-785,300 "
306,2011,국회공직자윤리위원회,김성조,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
307,2011,국회공직자윤리위원회,김성조,국회,국회의원,총계,"1,228,898 ","147,843 ","3,298 ","1,373,443 "
308,2011,국회공직자윤리위원회,김성태,국회,국회의원,건물,"791,000 ",0 ,0 ,"791,000 "
309,2011,국회공직자윤리위원회,김성태,국회,국회의원,예금,"913,034 ","80,621 ","139,011 ","854,644 "
310,2011,국회공직자윤리위원회,김성태,국회,국회의원,유가증권,"21,267 ","71,272 ","18,610 ","73,929 "
311,2011,국회공직자윤리위원회,김성태,국회,국회의원,채무,"-602,211 ",0 ,"-16,704 ","-585,507 "
312,2011,국회공직자윤리위원회,김성태,국회,국회의원,총계,"1,123,090 ","151,893 ","140,917 ","1,134,066 "
313,2011,국회공직자윤리위원회,김성회,국회,국회의원,토지,"589,184 ","12,266 ",0 ,"601,450 "
314,2011,국회공직자윤리위원회,김성회,국회,국회의원,건물,"311,898 ",0 ,850 ,"311,048 "
315,2011,국회공직자윤리위원회,김성회,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"38,460 ","41,300 ","19,390 ","60,370 "
316,2011,국회공직자윤리위원회,김성회,국회,국회의원,현금,"15,000 ",0 ,"10,000 ","5,000 "
317,2011,국회공직자윤리위원회,김성회,국회,국회의원,예금,"26,291 ","59,424 ","1,184 ","84,531 "
318,2011,국회공직자윤리위원회,김성회,국회,국회의원,유가증권,"140,208 ",8 ,0 ,"140,216 "
319,2011,국회공직자윤리위원회,김성회,국회,국회의원,채무,"-708,662 ","-19,664 ","-23,322 ","-705,004 "
320,2011,국회공직자윤리위원회,김성회,국회,국회의원,지식재산권,,,,
321,2011,국회공직자윤리위원회,김성회,국회,국회의원,총계,"412,379 ","93,334 ","8,102 ","497,611 "
322,2011,국회공직자윤리위원회,김세연,국회,국회의원,토지,"6,907,488 ","1,209,332 ","129,042 ","7,987,778 "
323,2011,국회공직자윤리위원회,김세연,국회,국회의원,건물,"14,849,605 ","173,052 ","2,790,729 ","12,231,928 "
324,2011,국회공직자윤리위원회,김세연,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"84,680 ",0 ,"24,670 ","60,010 "
325,2011,국회공직자윤리위원회,김세연,국회,국회의원,예금,"1,131,752 ","430,241 ","394,269 ","1,167,724 "
326,2011,국회공직자윤리위원회,김세연,국회,국회의원,유가증권,"74,663,015 ","28,858 ","13,179,549 ","61,512,324 "
327,2011,국회공직자윤리위원회,김세연,국회,국회의원,채권,"155,017 ","19,692 ","15,091 ","159,618 "
328,2011,국회공직자윤리위원회,김세연,국회,국회의원,채무,"-4,543,773 ","-29,000 ","-3,535,104 ","-1,037,669 "
329,2011,국회공직자윤리위원회,김세연,국회,국회의원,비영리법인에의한 출연재산,,,,
330,2011,국회공직자윤리위원회,김세연,국회,국회의원,회원권,"331,426 ","146,500 ","52,500 ","425,426 "
331,2011,국회공직자윤리위원회,김세연,국회,국회의원,총계,"93,579,210 ","1,978,675 ","13,050,746 ","82,507,139 "
332,2011,국회공직자윤리위원회,김소남,국회,국회의원,토지,"718,908 ","13,660 ","72,832 ","659,736 "
333,2011,국회공직자윤리위원회,김소남,국회,국회의원,건물,"5,612,345 ",0 ,"19,309 ","5,593,036 "
334,2011,국회공직자윤리위원회,김소남,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"71,762 ",0 ,"22,132 ","49,630 "
335,2011,국회공직자윤리위원회,김소남,국회,국회의원,예금,"638,287 ","535,063 ","561,775 ","611,575 "
336,2011,국회공직자윤리위원회,김소남,국회,국회의원,유가증권,"989,000 ",0 ,0 ,"989,000 "
337,2011,국회공직자윤리위원회,김소남,국회,국회의원,채무,"-4,140,217 ","-85,000 ","-81,918 ","-4,143,299 "
338,2011,국회공직자윤리위원회,김소남,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
339,2011,국회공직자윤리위원회,김소남,국회,국회의원,총계,"3,890,085 ","463,723 ","594,130 ","3,759,678 "
340,2011,국회공직자윤리위원회,김영록,국회,국회의원,토지,"8,619 ",216 ,16 ,"8,819 "
341,2011,국회공직자윤리위원회,김영록,국회,국회의원,건물,"390,538 ","165,287 ","35,000 ","520,825 "
342,2011,국회공직자윤리위원회,김영록,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,440 ",0 ,"2,170 ","23,270 "
343,2011,국회공직자윤리위원회,김영록,국회,국회의원,예금,"470,090 ","16,681 ","235,697 ","251,074 "
344,2011,국회공직자윤리위원회,김영록,국회,국회의원,채권,"10,000 ",0 ,"10,000 ",0 
345,2011,국회공직자윤리위원회,김영록,국회,국회의원,채무,"-50,000 ",0 ,"-20,000 ","-30,000 "
346,2011,국회공직자윤리위원회,김영록,국회,국회의원,회원권,"8,140 ",0 ,"8,140 ",0 
347,2011,국회공직자윤리위원회,김영록,국회,국회의원,총계,"862,827 ","182,184 ","271,023 ","773,988 "
348,2011,국회공직자윤리위원회,김영선,국회,국회의원,토지,"30,118 ",282 ,0 ,"30,400 "
349,2011,국회공직자윤리위원회,김영선,국회,국회의원,건물,"1,510,543 ","815,491 ","344,918 ","1,981,116 "
350,2011,국회공직자윤리위원회,김영선,국회,국회의원,예금,"168,688 ","196,321 ","65,946 ","299,063 "
351,2011,국회공직자윤리위원회,김영선,국회,국회의원,유가증권,115 ,0 ,115 ,0 
352,2011,국회공직자윤리위원회,김영선,국회,국회의원,채권,"150,000 ",0 ,0 ,"150,000 "
353,2011,국회공직자윤리위원회,김영선,국회,국회의원,채무,"-595,000 ","-15,641 ","-136,000 ","-474,641 "
354,2011,국회공직자윤리위원회,김영선,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
355,2011,국회공직자윤리위원회,김영선,국회,국회의원,총계,"1,264,464 ","996,453 ","274,979 ","1,985,938 "
356,2011,국회공직자윤리위원회,김영우,국회,국회의원,건물,"403,000 ",0 ,0 ,"403,000 "
357,2011,국회공직자윤리위원회,김영우,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"24,600 ",0 ,"7,600 ","17,000 "
